#               time                                    N_11                                    N_21                                    N_31                                    N_41                                    N_51                                    N_61                                    N_71                                    N_81                                    N_82                                    N_83                                    N_84                                    N_85                                    N_86                                    N_87                                    Sx_1                                    Sz_1                                 re_over                                 im_over                                    Norm
                       0.001000000000000                       0.000000000000153                       0.000000000000000                       0.000000000000021                       0.000000000000065                       0.000000000000001                       0.000000000000000                       0.000000000000013                       0.000000000000016                       0.000000000000045                       0.000000000000588                       0.000000000000187                       0.000000000000175                       0.000000000000202                       0.000000000000168                      -0.000000015192930                       0.493549309580535                       0.994396367220824                      -0.068588937232105                       1.000000000352336
                       0.002000000000000                       0.000000000000018                       0.000000000000003                       0.000000000000119                       0.000000000000580                       0.000000000000006                       0.000000000000001                       0.000000000000004                       0.000000000000037                       0.000000000000018                       0.000000000000451                       0.000000000000019                       0.000000000001441                       0.000000000000014                       0.000000000000244                      -0.000000023133519                       0.474914703833582                       0.977977083347320                      -0.134779440529423                       1.000000000453236
                       0.003000000000000                       0.000000000000020                       0.000000000000003                       0.000000000000011                       0.000000000000089                       0.000000000000012                       0.000000000000000                       0.000000000000008                       0.000000000000170                       0.000000000000055                       0.000000000000132                       0.000000000000041                       0.000000000000220                       0.000000000000025                       0.000000000000061                      -0.000000024449940                       0.445982267870420                       0.951820109245000                      -0.196500837068058                       1.000000000528983
                       0.004000000000000                       0.000000000000099                       0.000000000000963                       0.000000000001238                       0.000000000000030                       0.000000000000011                       0.000000000000011                       0.000000000000632                       0.000000000000236                       0.000000000000206                       0.000000000000737                       0.000000000000145                       0.000000000001508                       0.000000000000474                       0.000000000001032                      -0.000000043684376                       0.409180302390209                       0.917447227467917                      -0.252222488063352                       1.000000000684066
                       0.005000000000000                       0.000000000000402                       0.000000000001331                       0.000000000000072                       0.000000000000042                       0.000000000000100                       0.000000000000003                       0.000000000000091                       0.000000000000257                       0.000000000000100                       0.000000000004582                       0.000000000000084                       0.000000000004054                       0.000000000000065                       0.000000000001439                      -0.000000062307351                       0.366854799325419                       0.876548506390021                      -0.300992045277047                       1.000000001150658
                       0.006000000000000                       0.000000000010548                       0.000000000000220                       0.000000000001048                       0.000000000000481                       0.000000000000156                       0.000000000000089                       0.000000000000072                       0.000000000000178                       0.000000000000077                       0.000000000000154                       0.000000000000070                       0.000000000001531                       0.000000000000134                       0.000000000000494                      -0.000000037293196                       0.320908584099490                       0.830767462206689                      -0.342353840822569                       1.000000001753455
                       0.007000000000000                       0.000000000131395                       0.000000000000360                       0.000000000002592                       0.000000000000372                       0.000000000000140                       0.000000000000056                       0.000000000000320                       0.000000000000711                       0.000000000000143                       0.000000000000544                       0.000000000000172                       0.000000000001700                       0.000000000000164                       0.000000000000680                      -0.000000101194011                       0.272735106416143                       0.781583360025500                      -0.376217021036442                       1.000000001988712
                       0.008000000000000                       0.000000001574686                       0.000000000000874                       0.000000000000260                       0.000000000000443                       0.000000000001205                       0.000000000000164                       0.000000000000374                       0.000000000000693                       0.000000000000117                       0.000000000002555                       0.000000000000094                       0.000000000006362                       0.000000000000190                       0.000000000007755                      -0.000000206198686                       0.223329370864665                       0.730282450724204                      -0.402722354488446                       1.000000001986100
                       0.009000000000000                       0.000000013905379                       0.000000000000478                       0.000000000000593                       0.000000000000387                       0.000000000000703                       0.000000000000017                       0.000000000000358                       0.000000000000720                       0.000000000000239                       0.000000000000278                       0.000000000000209                       0.000000000005380                       0.000000000000059                       0.000000000002703                      -0.000000395314454                       0.173444958634553                       0.677974921908562                      -0.422154392611865                       1.000000003081051
                       0.010000000000000                       0.000000093816904                       0.000000000000267                       0.000000000001773                       0.000000000001161                       0.000000000000281                       0.000000000000019                       0.000000000000431                       0.000000000005624                       0.000000000001067                       0.000000000006982                       0.000000000000530                       0.000000000004885                       0.000000000000226                       0.000000000003353                      -0.000000574785987                       0.123722564206627                       0.625625090232313                      -0.434893828488535                       1.000000005137812
                       0.011000000000000                       0.000000506013066                       0.000000000000507                       0.000000000000503                       0.000000000002645                       0.000000000000114                       0.000000000000076                       0.000000000000153                       0.000000000000429                       0.000000000000801                       0.000000000004468                       0.000000000000781                       0.000000000010101                       0.000000000000557                       0.000000000004220                      -0.000000719262059                       0.074763769937155                       0.574074117771838                      -0.441396553500050                       1.000000008256126
                       0.012000000000000                       0.000002259507630                       0.000000000000874                       0.000000000003977                       0.000000000002286                       0.000000000000251                       0.000000000000036                       0.000000000001357                       0.000000000000984                       0.000000000000731                       0.000000000003356                       0.000000000000574                       0.000000000004660                       0.000000000000427                       0.000000000002969                      -0.000000799202350                       0.027150446961562                       0.524046687170579                      -0.442185783071689                       1.000000011860039
                       0.013000000000000                       0.000008583091623                       0.000000000001034                       0.000000000001709                       0.000000000000623                       0.000000000000417                       0.000000000000083                       0.000000000000506                       0.000000000001252                       0.000000000000451                       0.000000000004386                       0.000000000000321                       0.000000000011229                       0.000000000000233                       0.000000000002123                      -0.000000895952272                      -0.018574432915513                       0.476153973975596                      -0.437835702348833                       1.000000014728273
                       0.014000000000000                       0.000028276186541                       0.000000000002658                       0.000000000003347                       0.000000000000534                       0.000000000000177                       0.000000000000095                       0.000000000000338                       0.000000000000407                       0.000000000000906                       0.000000000003507                       0.000000000000490                       0.000000000007283                       0.000000000000208                       0.000000000001909                      -0.000000926724923                      -0.061941317033254                       0.430896374736464                      -0.428952158426684                       1.000000019990940
