#               time                                    N_11                                    N_21                                    N_31                                    N_41                                    N_51                                    N_61                                    N_71                                    N_81                                    N_82                                    N_83                                    N_84                                    N_85                                    N_86                                    N_87                                    Sx_1                                    Sz_1                                 re_over                                 im_over                                    Norm
                       0.001000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000011577                       0.000000000000001                       0.000000000007245                       0.000000000000001                       0.000000000000558                       0.000000000000005                       0.493549316291103                       0.994396410468879                      -0.068588354778393                       0.999999999999995
                       0.002000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000014822                       0.000000000000003                       0.000000000014689                       0.000000000000002                       0.000000000006098                      -0.000000000000148                       0.474914723676789                       0.977977241094062                      -0.134778365570659                       0.999999999999988
                       0.003000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000000                       0.000000000021734                       0.000000000000003                       0.000000000008478                       0.000000000000005                       0.000000000002880                      -0.000000000000252                       0.445982297696152                       0.951820380282830                      -0.196499601080666                       0.999999999999981
                       0.004000000000000                       0.000000000000002                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000001                       0.000000000017173                       0.000000000000003                       0.000000000006717                       0.000000000000002                       0.000000000003108                      -0.000000000001179                       0.409180388579494                       0.917448247823498                      -0.252218969206366                       0.999999999999979
                       0.005000000000000                       0.000000000000194                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000003                       0.000000000000001                       0.000000000013982                       0.000000000000003                       0.000000000007803                       0.000000000000003                       0.000000000002832                      -0.000000000003818                       0.366854988285612                       0.876550994448221                      -0.300985190016474                       0.999999999999974
                       0.006000000000000                       0.000000000006644                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000005                       0.000000000000003                       0.000000000009421                       0.000000000000002                       0.000000000003788                       0.000000000000003                       0.000000000001755                      -0.000000000006484                       0.320908836019627                       0.830771322478704                      -0.342344975304999                       0.999999999999948
                       0.007000000000000                       0.000000000126985                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000003                       0.000000000000007                       0.000000000000005                       0.000000000008671                       0.000000000000002                       0.000000000004004                       0.000000000000003                       0.000000000001178                      -0.000000000008472                       0.272735443693330                       0.781589070751878                      -0.376205791364058                       0.999999999999878
                       0.008000000000000                       0.000000001572953                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000003                       0.000000000000007                       0.000000000000007                       0.000000000004083                       0.000000000000002                       0.000000000001929                       0.000000000000003                       0.000000000000511                      -0.000000000008051                       0.223329776204928                       0.730290689922038                      -0.402708116971114                       0.999999999999851
                       0.009000000000000                       0.000000013915164                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000006                       0.000000000000007                       0.000000000002762                       0.000000000000002                       0.000000000001551                       0.000000000000002                       0.000000000000883                      -0.000000000007030                       0.173445492579269                       0.677986257030368                      -0.422136947095176                       0.999999999999725
                       0.010000000000000                       0.000000093923941                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000005                       0.000000000000006                       0.000000000003176                       0.000000000000002                       0.000000000001515                       0.000000000000003                       0.000000000000803                      -0.000000000005883                       0.123723326082893                       0.625639575351401                      -0.434873838525531                       0.999999999999414
                       0.011000000000000                       0.000000506966035                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000006                       0.000000000000005                       0.000000000005189                       0.000000000000002                       0.000000000002361                       0.000000000000002                       0.000000000000765                      -0.000000000004616                       0.074764737995528                       0.574090777270333                      -0.441375806216546                       0.999999999998635
                       0.012000000000000                       0.000002265063609                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000006                       0.000000000000004                       0.000000000004521                       0.000000000000001                       0.000000000001804                       0.000000000000002                       0.000000000000900                      -0.000000000003278                       0.027151567984390                       0.524065598654010                      -0.442164353519488                       0.999999999996853
                       0.013000000000000                       0.000008597682007                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000006                       0.000000000000003                       0.000000000004061                       0.000000000000001                       0.000000000002128                       0.000000000000002                       0.000000000000903                      -0.000000000001741                      -0.018573169670141                       0.476175975011041                      -0.437812898200338                       0.999999999993673
                       0.014000000000000                       0.000028286949574                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000007                       0.000000000000003                       0.000000000004939                       0.000000000000002                       0.000000000002187                       0.000000000000003                       0.000000000000838                       0.000000000000073                      -0.061940042727459                       0.430920339729192                      -0.428929307598061                       0.999999999988629
                       0.015000000000000                       0.000081943611237                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000008                       0.000000000000003                       0.000000000003522                       0.000000000000002                       0.000000000001682                       0.000000000000003                       0.000000000000565                       0.000000000001954                      -0.102581650064598                       0.388689204916268                      -0.416137210868335                       0.999999999981417
                       0.016000000000000                       0.000211636125753                       0.000000000000002                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000008                       0.000000000000004                       0.000000000002632                       0.000000000000001                       0.000000000000958                       0.000000000000003                       0.000000000000279                       0.000000000002785                      -0.140243861787915                       0.349775678277259                      -0.400061618665004                       0.999999999972147
                       0.017000000000000                       0.000492236801833                       0.000000000000015                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000007                       0.000000000000004                       0.000000000003190                       0.000000000000001                       0.000000000000929                       0.000000000000004                       0.000000000000320                       0.000000000003380                      -0.174781347212965                       0.314386294631356                      -0.381321177288828                       0.999999999961001
                       0.018000000000000                       0.001039502166442                       0.000000000000123                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000006                       0.000000000000004                       0.000000000001723                       0.000000000000002                       0.000000000000425                       0.000000000000004                       0.000000000000149                       0.000000000003645                      -0.206144595214426                       0.282647764553078                      -0.360524584761724                       0.999999999947964
                       0.019000000000000                       0.002006737049457                       0.000000000000861                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000006                       0.000000000000005                       0.000000000000850                       0.000000000000003                       0.000000000001037                       0.000000000000004                       0.000000000000444                       0.000000000003361                      -0.234364032776620                       0.254609043462834                      -0.338266331322304                       0.999999999932901
                       0.020000000000000                       0.003561810012552                       0.000000000005327                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000003                       0.000000000000008                       0.000000000000004                       0.000000000001266                       0.000000000000002                       0.000000000000919                       0.000000000000004                       0.000000000000493                       0.000000000002372                      -0.259533157882709                       0.230242038593084                      -0.315118544907053                       0.999999999916322
                       0.021000000000000                       0.005842241989228                       0.000000000029432                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000003                       0.000000000000009                       0.000000000000003                       0.000000000001771                       0.000000000000001                       0.000000000001205                       0.000000000000005                       0.000000000000496                       0.000000000000373                      -0.281791140934166                       0.209445262711940                      -0.291619609657093                       0.999999999898437
                       0.022000000000000                       0.008898398281779                       0.000000000146514                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000009                       0.000000000000003                       0.000000000001716                       0.000000000000001                       0.000000000001402                       0.000000000000006                       0.000000000000366                      -0.000000000003075                      -0.301306177614272                       0.192052385316568                      -0.268263201937255                       0.999999999878456
                       0.023000000000000                       0.012648783295833                       0.000000000662372                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000002                       0.000000000000010                       0.000000000000003                       0.000000000001208                       0.000000000000001                       0.000000000001288                       0.000000000000008                       0.000000000000547                      -0.000000000006791                      -0.318261850561766                       0.177844051320910                      -0.245491338199859                       0.999999999855600
                       0.024000000000000                       0.016877772718836                       0.000000002737990                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000010                       0.000000000000003                       0.000000000001284                       0.000000000000001                       0.000000000001519                       0.000000000000007                       0.000000000000204                      -0.000000000009786                      -0.332848564796580                       0.166559304816811                      -0.223692315292417                       0.999999999829176
                       0.025000000000000                       0.021295626978091                       0.000000010409519                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000001                       0.000000000000010                       0.000000000000003                       0.000000000001228                       0.000000000000001                       0.000000000000969                       0.000000000000005                       0.000000000000228                      -0.000000000011422                      -0.345260829771001                       0.157903821785661                      -0.203201324778624                       0.999999999796615
                       0.026000000000000                       0.025651726495464                       0.000000036587550                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000001                       0.000000000000011                       0.000000000000004                       0.000000000001002                       0.000000000000002                       0.000000000000812                       0.000000000000004                       0.000000000000162                      -0.000000000010903                      -0.355699282994541                       0.151555015094958                      -0.184300378284527                       0.999999999754398
                       0.027000000000000                       0.029855993121480                       0.000000119424346                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000002                       0.000000000000011                       0.000000000000004                       0.000000000000548                       0.000000000000001                       0.000000000000322                       0.000000000000004                       0.000000000000094                      -0.000000000009028                      -0.364374517174753                       0.147166609145280                      -0.167215697424556                       0.999999999699096
                       0.028000000000000                       0.034042245282366                       0.000000363429188                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000002                       0.000000000000009                       0.000000000000003                       0.000000000000522                       0.000000000000001                       0.000000000000244                       0.000000000000004                       0.000000000000072                      -0.000000000007458                      -0.371508944244664                       0.144375609817071                      -0.152113562082714                       0.999999999627799
                       0.029000000000000                       0.038521172563589                       0.000001034697691                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000002                       0.000000000000007                       0.000000000000003                       0.000000000000741                       0.000000000000001                       0.000000000000308                       0.000000000000004                       0.000000000000045                      -0.000000000008100                      -0.377333948124886                       0.142812596373188                      -0.139097542497675                       0.999999999538001
                       0.030000000000000                       0.043622805038120                       0.000002764318462                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000002                       0.000000000000006                       0.000000000000002                       0.000000000000851                       0.000000000000001                       0.000000000000382                       0.000000000000004                       0.000000000000061                      -0.000000000012202                      -0.382082097381135                       0.142113581412405                      -0.128209648438659                       0.999999999427478
                       0.031000000000000                       0.049495908595564                       0.000006948546189                       0.000000000000002                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000003                       0.000000000000006                       0.000000000000003                       0.000000000000759                       0.000000000000001                       0.000000000000398                       0.000000000000003                       0.000000000000050                      -0.000000000019090                      -0.385976538816316                       0.141930386444372                      -0.119435650614236                       0.999999999295152
                       0.032000000000000                       0.055973780166337                       0.000016471599531                       0.000000000000012                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000003                       0.000000000000006                       0.000000000000003                       0.000000000000531                       0.000000000000001                       0.000000000000218                       0.000000000000002                       0.000000000000034                      -0.000000000025529                      -0.389220375628602                       0.141937417366427                      -0.112712468614823                       0.999999999141339
                       0.033000000000000                       0.062597628901210                       0.000036896637087                       0.000000000000059                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000004                       0.000000000000006                       0.000000000000003                       0.000000000000578                       0.000000000000001                       0.000000000000153                       0.000000000000002                       0.000000000000023                      -0.000000000026476                      -0.391987949008165                       0.141835070373628                      -0.107934809016481                       0.999999998968762
                       0.034000000000000                       0.068808057011648                       0.000078235052470                       0.000000000000266                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000004                       0.000000000000005                       0.000000000000003                       0.000000000000610                       0.000000000000000                       0.000000000000102                       0.000000000000001                       0.000000000000016                      -0.000000000018901                      -0.394418820083545                       0.141351930002328                      -0.104959586253565                       0.999999998782654
                       0.035000000000000                       0.074212559209457                       0.000157262752713                       0.000000000001132                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000005                       0.000000000000004                       0.000000000000002                       0.000000000000311                       0.000000000000000                       0.000000000000105                       0.000000000000001                       0.000000000000019                      -0.000000000004974                      -0.396614890677975                       0.140248043556705                      -0.103608887330499                       0.999999998588790
                       0.036000000000000                       0.078776533911278                       0.000300060024307                       0.000000000004553                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000005                       0.000000000000004                       0.000000000000002                       0.000000000000289                       0.000000000000000                       0.000000000000035                       0.000000000000001                       0.000000000000014                       0.000000000008135                      -0.398641228784265                       0.138319950770968                      -0.103673663589706                       0.999999998388674
                       0.037000000000000                       0.082814400023959                       0.000544010324191                       0.000000000017302                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000006                       0.000000000000003                       0.000000000000001                       0.000000000000382                       0.000000000000000                       0.000000000000135                       0.000000000000002                       0.000000000000030                       0.000000000010761                      -0.400530877542743                       0.135406103210581                      -0.104919956699370                       0.999999998177553
                       0.038000000000000                       0.086770285543378                       0.000938000720478                       0.000000000062284                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000006                       0.000000000000003                       0.000000000000002                       0.000000000000323                       0.000000000000000                       0.000000000000100                       0.000000000000002                       0.000000000000030                      -0.000000000005184                      -0.402292983138132                       0.131390386949226                      -0.107097640850126                       0.999999997948384
                       0.039000000000000                       0.090910390329105                       0.001539254659288                       0.000000000212853                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000006                       0.000000000000003                       0.000000000000002                       0.000000000000200                       0.000000000000000                       0.000000000000069                       0.000000000000001                       0.000000000000021                      -0.000000000041959                      -0.403922682636737                       0.126202314666981                      -0.109949886177520                       0.999999997696770
                       0.040000000000000                       0.095115352412393                       0.002405438637858                       0.000000000691874                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000005                       0.000000000000003                       0.000000000000002                       0.000000000000198                       0.000000000000000                       0.000000000000098                       0.000000000000001                       0.000000000000013                      -0.000000000094209                      -0.405410992371611                       0.119814325695655                      -0.113221127182974                       0.999999997422753
                       0.041000000000000                       0.098909483375673                       0.003581754340389                       0.000000002142759                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000004                       0.000000000000003                       0.000000000000002                       0.000000000000318                       0.000000000000000                       0.000000000000091                       0.000000000000001                       0.000000000000019                      -0.000000000149431                      -0.406753225371501                       0.112238082176315                      -0.116662490773571                       0.999999997125627
                       0.042000000000000                       0.101718421360347                       0.005084759962009                       0.000000006333061                       0.000000000000000                       0.000000000000000                       0.000000000000001                       0.000000000000004                       0.000000000000002                       0.000000000000001                       0.000000000000337                       0.000000000000000                       0.000000000000064                       0.000000000000001                       0.000000000000029                      -0.000000000191908                      -0.407954713145673                       0.103521611056715                      -0.120035463288203                       0.999999996802431
