0.00018836515661233488;9.904941370699143e-15;8.932947696822889e-18;6.2007829517658595e-18;1.0685632873438643e-18;0.9999999999999873
0.00037673031322466976;1.6960275021060665e-13;1.1543344401618675e-15;3.412821910706483e-16;9.211436726472797e-18;0.999999999999971
0.0005650954698370046;2.7283969106293705e-13;3.773148790616176e-15;8.728191786821685e-16;3.8917879803955245e-17;0.9999999999999756
0.0007534606264493395;3.515418669027713e-13;2.7776691158521467e-15;8.667017044451543e-16;1.184463857815341e-16;0.9999999999999821
0.0009418257830616744;3.160695891612908e-13;7.89827794127393e-15;1.3013281896833987e-15;2.0850721450317374e-16;0.9999999999999893
0.0011301909396740093;4.182616571687396e-13;2.0098325891009897e-14;3.059848445831367e-15;2.1679993950963624e-15;1.0000000000000016
0.0013185560962863442;5.200675526675358e-13;2.697575259544899e-14;3.403518189020872e-15;3.1090144458795795e-15;1.0000000000000107
0.001506921252898679;5.860478180311379e-13;3.404510247499792e-14;5.1968210211755034e-15;3.0978695151097547e-15;1.0000000000000258
0.001695286409511014;5.819262204028627e-13;2.6244374836244172e-14;3.532665779767301e-15;2.1593957470059663e-15;1.0000000000000187
0.0018836515661233488;6.250453446536052e-13;3.4222158123969265e-14;3.1192475681423876e-15;1.87869688087683e-15;1.00000000000002
0.0020720167227356837;6.193972583252067e-13;4.2575141375247215e-14;2.683839519753025e-15;2.334945202346226e-15;1.0000000000000064
0.0022603818793480186;6.238384816168246e-13;6.487063220138346e-14;3.8662543147555455e-15;2.2678754857212935e-15;0.9999999999999953
0.0024487470359603534;6.265777603367388e-13;8.134034747015839e-14;5.3932187038447415e-15;2.1829098434164176e-15;0.9999999999999947
0.0026371121925726883;6.066602869260207e-13;1.237971635121112e-13;7.616360443419635e-15;3.0011620250391177e-15;0.999999999999993
0.002825477349185023;5.361722099899964e-13;1.2565597160100795e-13;7.712998539680304e-15;3.304431865498197e-15;0.9999999999999831
0.003013842505797358;4.74277666474523e-13;1.316670355710016e-13;6.363082243231734e-15;9.842401528349366e-15;0.999999999999983
0.003202207662409693;4.3644620916793273e-13;1.3776307222437932e-13;5.719216352809842e-15;8.573318482918109e-15;0.9999999999999711
0.003390572819022028;4.242720509474946e-13;1.3176868864662553e-13;4.948124729773739e-15;7.882612773740012e-15;0.9999999999999655
0.0035789379756343627;3.9033625651909365e-13;1.2026241030959983e-13;3.397782354401839e-15;7.0506495112921025e-15;0.9999999999999653
0.0037673031322466976;3.5019838399445566e-13;1.1787131082488124e-13;1.7984359261604143e-14;6.488452595531358e-15;0.9999999999999677
0.003955668288859033;3.2314228237401953e-13;1.0675815903137405e-13;1.8689614188078804e-14;6.299697167823834e-15;0.9999999999999855
0.004144033445471367;3.2382592917802734e-13;9.399039486193023e-14;7.795353683247643e-15;5.550807783549943e-15;0.9999999999999853
0.004332398602083702;3.604858651028551e-13;9.374801921008669e-14;1.185602007351356e-14;2.693300532698461e-15;0.9999999999999941
0.004520763758696037;4.3039742323836045e-13;1.4728621298508699e-13;1.76954271845846e-14;4.945823365721697e-15;1.000000000000001
0.004709128915308372;5.083576109149222e-13;1.4507271384475365e-13;2.316305832057074e-14;3.4791398339528688e-15;0.9999999999999949
0.004897494071920707;6.160007051648338e-13;1.4704041556964414e-13;3.3627287490152426e-14;2.7426552174318124e-15;1.0000000000000195
0.005085859228533041;7.523933958863819e-13;1.4069293234369797e-13;5.854685699928513e-14;2.456992903918925e-15;1.00000000000001
0.005274224385145377;1.0077476570162191e-12;1.4207844148913524e-13;1.0161674095766647e-13;2.6711147145854477e-15;1.0000000000000218
