#               time                                    N_11                                    N_21                                    N_31                                    N_41                                    N_51                                    N_61                                    N_71                                    N_81                                    Sx_1                                    Sz_1                                 re_over                                 im_over
                       0.001000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                      -0.000000000000000                       0.493549166543837                      0.9943963358439966                    -0.06858833810719815
                       0.002000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                      -0.000000000000001                       0.474914489593015                      0.9779771230034036                    -0.13477833118116106
                       0.003000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                      -0.000000000000002                       0.445982565059767                      0.9518204678840022                    -0.19649981284912382
                       0.004000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                      -0.000000000000005                       0.409181928391878                       0.917448689837658                      -0.252219733607869
                       0.005000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                      -0.000000000000008                       0.366859940069695                      0.8765520323082431                     -0.3009858582316892
                       0.006000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                      -0.000000000000009                       0.320921595600525                      0.8307740085611225                     -0.3423470209891033
                       0.007000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                      -0.000000000000005                       0.272758372184616                      0.7815937743192413                     -0.3762099203930412
                       0.008000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000006                       0.223359819219760                      0.7302971324989669                     -0.4027170672485939
                       0.009000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000024                       0.173477133757985                      0.6779922145546273                     -0.4221515367038619
                       0.010000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000048                       0.123753991796406                      0.6256431183320974                      -0.434894363490169
                       0.011000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000076                       0.074794980664932                       0.574090198954859                    -0.44140130807723715
                       0.012000000000000                       0.000000125999597                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000105                       0.027178622690762                      0.5240598674405632                     -0.4421934950707371
                       0.013000000000000                       0.000003084833840                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000134                      -0.018561808327811                       0.476164308582655                    -0.43784563051722725
                       0.014000000000000                       0.000018670219855                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000160                      -0.061965894717783                       0.430900698348038                     -0.4289631951789639
                       0.015000000000000                       0.000069586346619                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000182                      -0.102662434705646                      0.3886612209840847                     -0.4161702326764479
                       0.016000000000000                       0.000200468578065                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000197                      -0.140375622147078                       0.349740622267972                    -0.40008856616213095
                       0.017000000000000                       0.000487907765329                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000206                      -0.174932081560521                      0.3143492982125195                    -0.38133910733498805
                       0.018000000000000                       0.001047140127672                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000208                      -0.206267190767087                      0.2826156718397568                     -0.3605336709182394
                       0.019000000000000                       0.002027879172247                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000000                       0.000000000000202                      -0.234418760502020                     0.25458551219444797                    -0.33827070552366767
